latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type
22.52832,120.36277,301,0.38,0.36,2014-01-27,1740,N,VIIRS,n,1,290.8,0.9,2
22.79341,120.53288,333.9,0.52,0.42,2014-01-28,0452,N,VIIRS,n,1,299.6,5.1,0
22.79564,120.53052,332.1,0.52,0.42,2014-01-28,0452,N,VIIRS,n,1,297.7,3.3,0
23.13037,120.33965,326.2,0.53,0.42,2014-01-28,0453,N,VIIRS,n,1,299.6,4.4,0
23.12943,120.33455,332,0.53,0.42,2014-01-28,0453,N,VIIRS,n,1,301.4,4.8,0
23.85002,120.48941,333.7,0.51,0.41,2014-01-28,0453,N,VIIRS,n,1,300.5,3.1,0
24.31364,120.71352,303.4,0.56,0.43,2014-01-28,1720,N,VIIRS,n,1,286.9,1.4,2
24.22371,120.49184,301.1,0.57,0.43,2014-01-28,1720,N,VIIRS,n,1,289.1,2.1,2
22.54315,120.35265,300.9,0.56,0.43,2014-01-28,1721,N,VIIRS,n,1,290.8,2.9,2
22.53459,120.35688,301.6,0.56,0.43,2014-01-28,1721,N,VIIRS,n,1,289.6,1.4,2
23.76967,121.50213,339.6,0.56,0.51,2014-01-29,0434,N,VIIRS,n,1,294.7,8,0
23.77178,121.50471,340.4,0.56,0.51,2014-01-29,0434,N,VIIRS,n,1,295.8,5.6,0
23.48585,120.18542,329.6,0.34,0.56,2014-01-29,0434,N,VIIRS,n,1,295,1.6,0
23.65265,120.56335,329.7,0.32,0.55,2014-01-29,0434,N,VIIRS,n,1,295.7,1.7,0
23.71821,120.26275,328.5,0.33,0.55,2014-01-29,0434,N,VIIRS,n,1,295.7,1.7,0
24.81725,121.19244,305.2,0.34,0.56,2014-01-29,1701,N,VIIRS,n,1,283.1,0.8,0
22.54779,120.35079,302.7,0.36,0.58,2014-01-29,1702,N,VIIRS,n,1,290.2,1.2,2
22.54243,120.35014,303.9,0.36,0.58,2014-01-29,1702,N,VIIRS,n,1,289.9,1.2,2
22.54526,120.35031,312.5,0.36,0.58,2014-01-29,1702,N,VIIRS,n,1,290.8,1.9,2
23.24987,120.15972,326.8,0.44,0.62,2014-01-30,0556,N,VIIRS,n,1,298.1,2.3,0
23.91078,120.8429,367,0.49,0.65,2014-01-30,0556,N,VIIRS,h,1,298.3,17.1,0
23.91055,120.83991,336.7,0.49,0.65,2014-01-30,0556,N,VIIRS,n,1,295.1,10,0
23.91689,120.84258,367,0.49,0.65,2014-01-30,0556,N,VIIRS,h,1,293.1,17.4,0
23.91666,120.83958,329,0.49,0.65,2014-01-30,0556,N,VIIRS,n,1,293.3,9.2,0
24.2245,120.49175,309.5,0.39,0.6,2014-01-30,1823,N,VIIRS,n,1,289.9,2.4,2
23.91849,120.84211,324.8,0.42,0.61,2014-01-30,1823,N,VIIRS,n,1,287.5,3.2,0
23.91912,120.83942,307.1,0.42,0.61,2014-01-30,1823,N,VIIRS,n,1,286.2,3.2,0
22.70056,120.31902,298.7,0.41,0.61,2014-01-30,1823,N,VIIRS,n,1,288.6,0.7,2
22.54471,120.35437,303.8,0.42,0.61,2014-01-30,1824,N,VIIRS,n,1,291.1,2.3,2
22.53823,120.35696,302.2,0.42,0.61,2014-01-30,1824,N,VIIRS,n,1,291.5,2.1,2
22.79057,120.51327,344.1,0.46,0.47,2014-01-31,0537,N,VIIRS,n,1,310.4,51.5,0
22.79006,120.5088,336.2,0.46,0.47,2014-01-31,0537,N,VIIRS,n,1,300.5,17.5,3
23.21829,120.36295,329.6,0.45,0.47,2014-01-31,0537,N,VIIRS,n,1,297.8,3.2,0
23.83813,120.41586,328.7,0.47,0.47,2014-01-31,0537,N,VIIRS,n,1,298.2,1.7,0
22.69805,120.31864,301.8,0.42,0.45,2014-01-31,1805,N,VIIRS,n,1,289.1,0.3,2
22.54722,120.35315,304,0.43,0.46,2014-01-31,1805,N,VIIRS,n,1,293.6,2.7,2
22.54388,120.3481,302.3,0.43,0.46,2014-01-31,1805,N,VIIRS,n,1,290.8,1.5,3
22.53808,120.35538,304.6,0.43,0.46,2014-01-31,1805,N,VIIRS,n,1,292.4,1.6,2
